City,Industry,Average_Salary
Vancouver,"Interior Design & Architecture",59000.0000
Vancouver,"Large University Administration",92000.0000
Vancouver,Law,93467.5000
Vancouver,"Law Enforcement & Security",40000.0000
Vancouver,Library,82500.0000
Vancouver,"Marketing, Advertising & PR",74363.6364
Vancouver,"Media & Digital",58500.0000
Vancouver,Nonprofits,67453.3333
Vancouver,"Property or Construction",80000.0000
Vancouver,"Real Estate",50000.0000
Vancouver,Recruitment,87333.3333
Vancouver,Research,60000.0000
Vancouver,Retail,41421.3333
Vancouver,Sales,63750.0000
Vancouver,"Social Work",70000.0000
Vancouver,"Software as a Service",120500.0000
Vancouver,"Staffing agency",96000.0000
Vancouver,"Transport or Logistics",89533.3333
Vancouver,"Urban Planning",84884.0000
Vancouver,"Utilities & Telecommunications",72970.0000
Vancouver,"Video games",47840.0000
"Vancouver ","Accounting, Banking & Finance",72500.0000
"Vancouver ","Art & Design",96000.0000
"Vancouver ",Biotech,130000.0000
"Vancouver ","Business or Consulting",97500.0000
"Vancouver ",Computing/Tech,129000.0000
"Vancouver ","Education (Higher Education)",83000.0000
"Vancouver ","Education (Primary/Secondary)",22000.0000
"Vancouver ","Government and Public Administration",104000.0000
"Vancouver ",Insurance,107000.0000
"Vancouver ",Law,97500.0000
"Vancouver ","Media & Digital",86000.0000
"Vancouver ",Nonprofits,46000.0000
"Vancouver ",Recruitment,95860.0000
"Vancouver ",Sales,96000.0000
"Vancouver ",Unknown,77000.0000
"Vancouver ","Utilities & Telecommunications",43000.0000
"Vancouver Island","Government and Public Administration",75333.3333
Vega,"Utilities & Telecommunications",60000.0000
Venice,"Marketing, Advertising & PR",54000.0000
Ventura,Computing/Tech,110000.0000
Ventura,"Government and Public Administration",153500.0000
Ventura,"Social Work",58240.0000
"Ventura ",Law,48800.0000
Vergennes,"Education (Higher Education)",83000.0000
Vernal,"Education (Primary/Secondary)",27040.0000
Vernon,"Accounting, Banking & Finance",40000.0000
Vernon,"Education (Other)",74000.0000
Vernon,Nonprofits,37000.0000
"Vernon hills","Accounting, Banking & Finance",55000.0000
"Vernon hills","Engineering or Manufacturing",70000.0000
Verona,Computing/Tech,123000.0000
Verona,"Engineering or Manufacturing",38000.0000
Verona,"Health care",69500.0000
Verona,"Hospitality & Events",82500.0000
Vestal,"Art & Design",43000.0000
Vestal,"Education (Higher Education)",43500.0000
Vestal,"Education (Primary/Secondary)",65000.0000
Vicksburg,"Government and Public Administration",77000.0000
victoria,"Accounting, Banking & Finance",56000.0000
Victoria,Archives,97282.0000
Victoria,"Business or Consulting",57000.0000
Victoria,Computing/Tech,91475.0000
Victoria,"Education (Higher Education)",54000.0000
Victoria,"Government and Public Administration",82999.8889
Victoria,"Health care",55000.0000
Victoria,"Hospitality & Events",40600.0000
Victoria,Museum,140000.0000
Victoria,Nonprofits,97755.0000
Victoria,"Real Estate",50000.0000
Victoria,Recruitment,80000.0000
"Victoria ","Agriculture or Forestry",66851.0000
"Victoria ","Government and Public Administration",93000.0000
"Victoria ","Health care",86500.0000
"Victoria ","Marketing, Advertising & PR",47000.0000
"Victoria ",Nonprofits,83000.0000
"Victoria ",Recruitment,98000.0000
"Victoria ","Science ",44000.0000
Vienna,"Accounting, Banking & Finance",101199.3333
Vienna,"Business or Consulting",51800.0000
Vienna,Computing/Tech,95142.8571
Vienna,"Education (Higher Education)",47000.0000
Vienna,"Education (Primary/Secondary)",40000.0000
Vienna,"Government and Public Administration",67333.3333
Vienna,"Government Contractor",100000.0000
Vienna,"Health care",61600.0000
Vienna,"Marketing, Advertising & PR",66000.0000
Vienna,Nonprofits,57000.0000
Vienna,"Product Management",52000.0000
Vienna,Retail,28000.0000
Vienna,"Transport or Logistics",58000.0000
"Villa Park","Property or Construction",43680.0000
Vilnius,Computing/Tech,72000.0000
Vilnius,"Health care",14700.0000
Vinalhaven,"Commercial Fisherman",26000.0000
Vincennes,Retail,60000.0000
"Vine Grove","Accounting, Banking & Finance",75000.0000
Vineland,"Art & Design",35000.0000
Vineland,"Leisure, Sport & Tourism",50000.0000
Virginia,"Education (Higher Education)",55000.0000
Virginia,"Government and Public Administration",58000.0000
Virginia,Recruitment,67705.0000
"Virginia Beach","Accounting, Banking & Finance",48000.0000
"Virginia Beach","Engineering or Manufacturing",75995.0000
"Virginia Beach","Health care",85700.0000
"Virginia Beach","Media & Digital",65000.0000
"Virginia Beach","Political Campaigns",66000.0000
"Virginia Beach","Public Library",46400.0000
"Virginia Beach",Retail,25000.0000
"Virginia Beach ","Property or Construction",60000.0000
Viroqua,"Agriculture or Forestry",35000.0000
WA,"Health care",170000.0000
Waco,"Accounting, Banking & Finance",94000.0000
Waco,"Education (Higher Education)",50072.0000
Waco,"Government and Public Administration",58000.0000
Waco,"Health care",150000.0000
Waco,Insurance,36000.0000
Waco,Recruitment,68000.0000
Waco,"Social Work",46000.0000
"Waco ",Retail,32000.0000
"Waddell ","Business or Consulting",67000.0000
Waikato,Sales,60000.0000
Wailuku,Nonprofits,67000.0000
Waitsfield,Nonprofits,60000.0000
"Wake Forest","Health care",90000.0000
Wakefield,"Government and Public Administration",72467.0000
Wakefield,"Health care",24000.0000
Wakefield,Library,61767.0000
Wales,"Health care",22300.0000
"Walla Walla","Accounting, Banking & Finance",60000.0000
"Walla Walla","Engineering or Manufacturing",102000.0000
"Walla Walla","Government and Public Administration",76500.0000
Wallingford,Insurance,58000.0000
"Walnut Creek","Accounting, Banking & Finance",105000.0000
"Walnut Creek",Computing/Tech,124000.0000
"Walnut Creek","Health care",5100.0000
"Walnut Creek",Insurance,95000.0000
"Walnut Creek",Law,100775.0000
"Walnut Creek","Marketing, Advertising & PR",87000.0000
"Walnut Creek",Nonprofits,154000.0000
"Walnut Creek",Recruitment,95000.0000
Walpole,"Health care",75500.0000
Waltham,"Art & Design",52000.0000
Waltham,Biotech,130000.0000
Waltham,Buyer,76650.0000
Waltham,Computing/Tech,98512.5000
Waltham,"Education (Higher Education)",57400.0000
Waltham,"Education (Primary/Secondary)",49920.0000
Waltham,"Engineering or Manufacturing",97250.0000
Waltham,"Marketing, Advertising & PR",89000.0000
Waltham,Nonprofits,75583.3333
Waltham,Pharmaceutical,125000.0000
Waltham,"Product Management",134125.0000
Waltham,Recruitment,131000.0000
Waltham,"Social Work",55000.0000
Waltham,"Utilities & Telecommunications",83750.0000
Warminster,"Engineering or Manufacturing",95000.0000
Warminster,Library,35000.0000
"Warner Robins","Art & Design",27500.0000
"Warner Robins","Government and Public Administration",60000.0000
"Warner Robins","Hospitality & Events",75000.0000
"Warner Robins ","Engineering or Manufacturing",82000.0000
"Warner Robins ",Recruitment,45000.0000
Warren,"Education (Primary/Secondary)",81000.0000
Warren,"Engineering or Manufacturing",86000.0000
Warren,"Government and Public Administration",95000.0000
"Warren ","Engineering or Manufacturing",103000.0000
Warrenton,"Property or Construction",30000.0000
Warrenville,"Health care",51000.0000
Warrenville,"Hospitality & Events",41000.0000
Warsaw,"Art & Design",66500.0000
Warsaw,"Engineering or Manufacturing",81500.0000
Warsaw,"Health care",108000.0000
Warsaw,"Leisure, Sport & Tourism",43000.0000
"Warsaw ","Engineering or Manufacturing",80000.0000
Warwick,"Art & Design",85000.0000
Warwick,"Education (Higher Education)",22000.0000
Warwick,Entertainment,42000.0000
Warwick,"Health care",54184.0000
Warwick,Insurance,61825.0000
Warwick,Law,99000.0000
"Warwick ",Communications,100000.0000
"Warwick ","Education (Higher Education)",55000.0000
Washington,"Accounting, Banking & Finance",96871.4286
Washington,"Art & Design",75527.7778
Washington,"Business or Consulting",97232.2807
Washington,Church,45000.0000
Washington,Computing/Tech,120617.3000
Washington,Consulting,92000.0000
Washington,"Corporate sustainability ",86000.0000
Washington,"Diversity, Equity & Inclusion ",140000.0000
Washington,"Education (Higher Education)",69574.4242
Washington,"Education (Other)",42000.0000
Washington,"Education (Primary/Secondary)",68512.5000
Washington,"Education Consulting",118000.0000
Washington,Energy,76000.0000
Washington,"Engineering or Manufacturing",111588.3333
Washington,Entertainment,47000.0000
Washington,"Federal Contracting",125500.0000
Washington,Government,70000.0000
Washington,"Government Affairs/Lobbying",130000.0000
Washington,"Government and Public Administration",107901.8296
Washington,"Government Contractor",107500.0000
Washington,"Government Relations",102500.0000
Washington,"Health care",82096.6667
Washington,Heritage,49000.0000
Washington,"Hospitality & Events",71750.0000
washington,Insurance,29069.6667
Washington,"International development",77427.5000
Washington,Law,106235.5000
Washington,"Law Enforcement & Security",168150.0000
Washington,"Leisure, Sport & Tourism",50000.0000
Washington,Library,56851.0000
Washington,"Marketing, Advertising & PR",96263.0769
Washington,"Media & Digital",91706.2727
Washington,Museum,42931.7500
Washington,Nonprofits,81396.9877
Washington,"Organized Labor",105500.0000
Washington,Philanthropy,72000.0000
Washington,"Political Campaigns",78166.6667
Washington,Politics,70000.0000
Washington,"Property or Construction",84780.0000
Washington,"Public Library",75000.0000
Washington,"Public Policy",53080.0000
Washington,Publications,81000.0000
Washington,Publishing,65000.0000
Washington,Recruitment,79462.2500
Washington,Research,71066.6667
Washington,Retail,41095.3333
Washington,Sales,85000.0000
Washington,Service,70000.0000
Washington,"Social Work",62500.0000
Washington,"Software as a Service",68000.0000
Washington,"Special Collections Library",45000.0000
Washington,"Think tank",56000.0000
Washington,"Trade Association",79275.0000
Washington,"Transport or Logistics",100666.6667
Washington,Unknown,92500.0000
Washington,"Utilities & Telecommunications",159600.0000
Washington,Veterinary,45000.0000
"Washington ","Accounting, Banking & Finance",111500.0000
"Washington ","Business or Consulting",76750.0000
"Washington ",Computing/Tech,121066.6667
"Washington ","Education (Higher Education)",106000.0000
"Washington ","Education (Primary/Secondary)",100000.0000
"Washington ","Engineering or Manufacturing",96500.0000
"Washington ",Entertainment,37500.0000
"Washington ","Government and Public Administration",111108.3684
"Washington ",Law,85666.6667
"Washington ","Marketing, Advertising & PR",86900.0000
"Washington ","Media & Digital",70333.3333
"Washington ",Nonprofits,91606.2500
"Washington ",Philanthropy,114000.0000
"Washington ",Retail,99000.0000
"Washington ",Sales,70000.0000
"Washington state","Accounting, Banking & Finance",45000.0000
"Waskesiu Lake","Leisure, Sport & Tourism",66000.0000
Waterbury,"Accounting, Banking & Finance",41600.0000
Waterbury,Computing/Tech,75000.0000
Waterbury,"Government and Public Administration",42640.0000
"Waterbury ",Law,73000.0000
Waterford,"Engineering or Manufacturing",68000.0000
Waterford,Library,44341.0000
Waterford,"Property or Construction",31200.0000
"Waterford ","Health care",25000.0000
Waterloo,"Accounting, Banking & Finance",53000.0000
Waterloo,"Agriculture or Forestry",81000.0000
Waterloo,"Art & Design",30000.0000
Waterloo,"Business or Consulting",70000.0000
Waterloo,Computing/Tech,127460.7143
Waterloo,"Education (Higher Education)",56900.0000
Waterloo,"Engineering or Manufacturing",102808.3333
Waterloo,"Government and Public Administration",47840.0000
Waterloo,"Health care",35000.0000
Waterloo,"Industrial Supply",67000.0000
Waterloo,IT,70000.0000
Waterloo,Nonprofits,53000.0000
Waterloo,Student,85000.0000
Waterloo,"Transport or Logistics",62000.0000
Waterloo,"Utilities & Telecommunications",85000.0000
"Waterloo, Ontario",Computing/Tech,90000.0000
Watertown,"Accounting, Banking & Finance",80000.0000
Watertown,Biotech,65000.0000
Watertown,Computing/Tech,125504.0000
Watertown,"Education (Primary/Secondary)",33000.0000
Watertown,Insurance,74000.0000
Watertown,Nonprofits,37000.0000
Watertown,Retail,28080.0000
"Watertown ",Biotech,79695.0000
Waterville,"Education (Higher Education)",40040.0000
Waterville,Entertainment,45000.0000
Waterville,"Health care",86000.0000
Watham,"Social Work",58000.0000
Watsonville,Nonprofits,69000.0000
Wauconda,Retail,34320.0000
Waukegan,"Engineering or Manufacturing",115000.0000
Waukesha,Computing/Tech,85000.0000
Waukesha,"Engineering or Manufacturing",48720.0000
Waukesha,Nonprofits,82000.0000
Waukesha,"Social Work",79040.0000
Wausau,"Property or Construction",46000.0000
"Wauseon ","Accounting, Banking & Finance",44750.0000
Waverly,"Education (Higher Education)",31678.0000
Wayland,Retail,46000.0000
Wayne,"Education (Higher Education)",50000.0000
Wayne,"Engineering or Manufacturing",84562.0000
"Wayne ",Nonprofits,55000.0000
Waynesboro,Computing/Tech,105000.0000
Waynesboro,"Engineering or Manufacturing",100000.0000
Waynesboro,"Government and Public Administration",38000.0000
Waynesboro,Insurance,53000.0000
Wayzata,"Agriculture or Forestry",67000.0000
"Weaverville ",Retail,72000.0000
Weed,Nonprofits,66560.0000
Weehawken,"Accounting, Banking & Finance",80000.0000
"Weehawken ","Accounting, Banking & Finance",85000.0000
Weert,"Engineering or Manufacturing",60000.0000
Welland,"Education (Higher Education)",23700.0000
Wellesley,"Education (Higher Education)",75000.0000
Wellesley,"Property or Construction",62500.0000
Wellington,"Art & Design",81000.0000
Wellington,Computing/Tech,101081.4286
Wellington,Counselling,90000.0000
Wellington,"Education (Higher Education)",112160.0000
Wellington,"Education (Primary/Secondary)",45000.0000
Wellington,"Government and Public Administration",95660.8000
Wellington,Law,76333.3333
Wellington,Library,107000.0000
Wellington,Nonprofits,75000.0000
Wellington,Procurement,128000.0000
"Wellington ","Government and Public Administration",102550.0000
"Wellington ",Nonprofits,83000.0000
"Wellington ","Utilities & Telecommunications",93000.0000
Wells,"Education (Primary/Secondary)",69000.0000
Wells,"Health care",70000.0000
Wells,Law,19000.0000
"Wellsboro ","Utilities & Telecommunications",96000.0000
"Welwyn Garden ","Accounting, Banking & Finance",32000.0000
Wentzville,Computing/Tech,46000.0000
Wentzville,"Health care",97000.0000
"Wentzville ","Health care",135000.0000
"West Babylon ","Real Estate",47000.0000
"West Bend","Government and Public Administration",47205.0000
"West Bridgewater","Food Manufacturing",47000.0000
"West Chester",Computing/Tech,85000.0000
"West Chester","Engineering or Manufacturing",95000.0000
"West Chester",Nonprofits,47500.0000
"West Chester","Property or Construction",47840.0000
"West Chester",Recruitment,105000.0000
"West Cola","Education (Primary/Secondary)",60000.0000
"West Conshohocken",Nonprofits,57000.0000
"West Des Moines","Education (Primary/Secondary)",64500.0000
"West Des Moines","Grocery Distribution",52600.0000
"West Des Moines","Marketing, Advertising & PR",50000.0000
"West Des Moines",Retail,36400.0000
"West England",Computing/Tech,30500.0000
"West Greenwich",Computing/Tech,100000.0000
"West Grove","Accounting, Banking & Finance",60320.0000
"West Hartford","Accounting, Banking & Finance",52000.0000
"West Hartford","Health care",31900.0000
"West Lafayette",Computing/Tech,155000.0000
"West Lafayette","Education (Higher Education)",127600.0000
"West Lafayette","Engineering or Manufacturing",74350.0000
"West Lafayette","Media & Digital",60000.0000
"West Lafayette",Psychology,60000.0000
"West Metro","Utilities & Telecommunications",75900.0000
"West Mifflin","Nuclear Research",122000.0000
"West Orange",Computing/Tech,130000.0000
"West Palm Beach","Art & Design",77000.0000
"West Palm Beach",Computing/Tech,64950.0000
"West Palm Beach","Education (Higher Education)",56000.0000
"West Palm Beach","Education (Primary/Secondary)",67000.0000
"West Palm Beach","Government and Public Administration",62540.0000
"West Palm Beach","Media & Digital",32000.0000
"West Palm Beach","Utilities & Telecommunications",38000.0000
"West palm beach ","Art & Design",95000.0000
"West Palm Beach ","Digital Marketing",76700.0000
"West palm beach ",Law,160000.0000
"West Springfield",Retail,36000.0000
"West St. Paul","Government and Public Administration",50500.0000
"West Sussex",Nonprofits,26400.0000
"West TN","Education (Higher Education)",52000.0000
"West TN","Government and Public Administration",41556.0000
"West Warwick ","Utilities & Telecommunications",63000.0000
Westampton,"Transport or Logistics",30000.0000
Westbrook,"Engineering or Manufacturing",104000.0000
Westbrook,Veterinary,89000.0000
"Westbrook ",Nonprofits,60000.0000
